,id,2033-1,2033-2,2033-3,2033-4,2033-5,2033-6,2033-7,2033-8,2033-9,2033-10,2033-11,2033-12,2034-1,2034-2,2034-3,2034-4,2034-5,2034-6,2034-7,2034-8,2034-9,2034-10,2034-11,2034-12,total_score,last_6_month_score
0,b1b19798a2,0,0,0,1,0,0,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,1,0,0,0,0,0,2,1
0,5d0187bac4,0,0,0,1,1,1,1,-1,1,1,0,0,0,1,1,1,1,1,1,-1,1,1,-1,-1,10,0
0,e3fc014024,0,0,0,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,15,4
0,6b5ce905fe,0,0,0,1,0,1,-1,-1,-1,0,0,1,1,-1,-1,1,-1,1,-1,0,0,0,0,1,0,0
0,f8a3a57bf2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,b27bb1f198,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,3,0
0,ecf26ec76c,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1
0,43b8ed2a96,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,0
0,aee28360fa,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,-1,1
0,115a9836c9,0,0,0,0,1,0,0,0,1,0,1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,1,2,0
0,eb55f89fb8,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,-1,-1,1,1,6,2
0,3bccea835a,0,0,0,1,1,1,1,-1,-1,-1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,6,1
0,7f0b7d4900,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,-3,1
0,bf9207e04e,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,0,0,0,0,0,-1,-1
0,fede5a3650,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,-1,8,2
0,db4f4541cd,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,-1,-1
0,7176e637f3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0
0,bf7c211b4d,0,0,0,0,1,1,1,1,1,-1,-1,1,-1,-1,-1,0,1,1,1,1,1,-1,-1,1,5,2
0,faddc89508,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,ff141372f3,0,0,0,0,0,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,1,0,0,0,3,3
0,e027abd7d2,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,1,0,0,0,-3,1
0,3185f6be97,0,0,0,1,1,0,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,0,13,5
0,a690a7122f,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,-1,-3
0,7a27f32378,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,1
0,f4673aa7f1,0,0,0,0,0,1,0,1,0,1,-1,1,1,-1,-1,-1,0,1,-1,1,-1,1,-1,1,2,0
0,e2a39bd5dc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2
0,d74138aea4,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,18,6
0,0e111e273a,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,-1,1,1,1,11,4
0,18cf9c3222,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,11,6
0,5ee9b455d2,0,0,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,16,4
0,fbd129ce93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,318d384dd1,0,0,0,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,16,6
0,aabf533972,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,4,1
0,f105e84e2e,0,0,0,1,0,0,0,0,0,1,1,1,1,-1,-1,1,-1,-1,-1,0,0,1,1,1,4,2
0,ab767c74b2,0,0,0,1,0,0,0,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,10,4
0,05cce5553f,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0
0,21dfee0453,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,19,6
0,56dc7bddde,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,-1,1,1,1,1,1,13,4
0,c3ae625cc2,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,-1,1,11,4
0,b3937d61a8,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,-1,1,1,1,-1,-1,-1,0,4,-1
0,e998db145c,0,0,0,1,-1,-1,-1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,-1,4,2
0,718fcb02dd,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,-1,1,1,1,1,-1,-1,11,2
0,1b6c11a82d,0,0,0,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,16,4
0,72d37bedbf,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,18,6
0,751ff271fd,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,-1,1,-1,-1,1,-1,4,-2
0,e534bf64d3,0,0,0,1,-1,1,1,-1,-1,-1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,3,1
0,2f0c5297c8,0,0,0,0,0,0,0,1,1,1,-1,1,-1,-1,-1,0,0,0,0,1,1,1,-1,1,3,3
0,84f1ebde33,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0
0,67c91a062b,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,1,-2
0,b56706e43b,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,-1,-1,-1,-1,0,1,1,1,7,1
0,11ca716a2c,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16,6
0,0585329a8e,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,1,2
0,4e72e7304a,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
0,98b34c4529,0,0,0,0,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,12,4
0,957fff1add,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,089c81cedb,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,92c653ad0f,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,-1,1,1,1,7,3
0,378bf52b8f,0,0,0,0,0,1,-1,1,1,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0d0396bd2c,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,-1,-1,1,-1,-1,-1,3,-4
0,9de5033c81,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,18,6
0,f4f5bdb141,0,0,0,1,1,0,1,1,-1,1,1,0,0,0,0,1,1,-1,1,1,-1,1,1,-1,8,2
0,4ca87fb5e8,0,0,0,-1,-1,0,0,1,1,1,1,1,-1,1,-1,-1,0,0,0,1,1,1,1,1,6,5
0,e6d07b2fd3,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,-1,-1,1,-1,-1,4,-2
0,2b502045c8,0,0,0,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,1
0,1071d8be34,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,-1,0,-1,-3
0,e9fbb02ed9,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,19,6
0,8b248e2cb2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,8,4
0,4de4ef2a59,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,1,-1,-1,-1,0,0,0,1,1,1,4,3
0,3a06be6612,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0
0,3933fae008,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,-1,-1,-1,0,0,0,1,-1,1,1,2,2
0,9368017d9b,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2
0,db857bdf9f,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,-1,-1,-1,0,1,-1,2,-3
0,d2aa496ce4,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,-1,1,-1,1,1,8,2
0,b9e7acc764,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,-1,-1,-1,1,-1,-1,1,1,-1,1,0
0,78ec3c097f,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,19,6
0,23c0148675,0,0,0,0,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,14,4
0,11c2491fa7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,5,2
0,50c038e641,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,16,6
0,df29aa0fd7,0,0,0,1,1,1,0,1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,12,4
0,3685ed2ccc,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,8,4
0,7507f16a48,0,0,0,0,0,1,0,0,1,1,1,-1,-1,-1,0,0,0,1,-1,-1,1,1,1,0,3,1
0,c7b42ee750,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2
0,4245447cca,0,0,0,1,-1,1,-1,0,0,0,0,0,1,1,-1,1,-1,1,-1,-1,-1,0,0,0,-1,-3
0,3d744e4529,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,19,6
0,22bcfbab2f,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,-1,0
0,235d1412f0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,2696cf8a66,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,5,2
0,7aca86511a,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,-1,1,1,1,7,3
0,ddd9091254,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,12,6
0,63a09b8381,0,0,0,1,1,0,1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,1,1,1,1,15,6
0,249eb20e87,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,fa8524b2c3,0,0,0,1,-1,1,-1,-1,0,0,0,0,0,0,1,-1,-1,1,-1,-1,-1,0,0,0,-4,-3
0,11b99ec98d,0,0,0,1,1,-1,-1,-1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,9,4
0,0dcfe8a733,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,-1,1,15,4
0,178168d7f3,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,-1,15,4
0,458264d0e9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,12,6
0,ece9fc5dc9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2
0,49d09f05ec,0,0,0,1,-1,1,1,-1,1,1,1,1,-1,-1,-1,1,0,1,1,-1,1,1,1,1,8,4
0,a1dcbc6d16,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,-1,13,4
0,8580190409,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,5,0
0,a283bc981d,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,-3,-2
0,a15b406132,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,-1,-1,-1,1,1,1,1,11,2
0,cf6940dfbf,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,14,6
0,3f31e93fdf,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,14,6
0,ecb3acb3e2,0,0,0,0,0,1,1,1,-1,1,-1,1,-1,0,0,0,0,1,1,1,-1,1,-1,1,5,2
0,0cc4c85503,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,-1,-1,10,2
0,cbf3d3ad0c,0,0,0,1,1,1,1,0,1,1,1,-1,-1,-1,0,1,1,1,1,-1,1,1,-1,-1,7,0
0,8e5b144ebf,0,0,0,0,1,0,0,0,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,1,0,0,-3,-1
0,e73407a28d,0,0,0,0,0,0,0,0,0,1,1,1,0,1,-1,-1,-1,0,0,0,0,1,1,1,4,3
0,87df3f5e99,0,0,0,0,0,0,1,0,1,-1,1,1,-1,-1,-1,0,0,0,1,-1,1,-1,1,1,2,2
0,b58e07ae5c,0,0,0,1,-1,1,-1,0,0,0,0,0,1,1,1,1,-1,1,-1,-1,-1,0,0,0,1,-3
0,cba7665f72,0,0,0,0,0,0,1,0,1,0,0,1,0,1,-1,-1,-1,0,1,-1,1,-1,-1,1,1,0
0,dc3493aa34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,1,-1
0,bd5e64b10f,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,1,0,0,0,1,-2,2
0,d59e01b1fc,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,1,2
0,ae485483f7,0,0,0,0,1,0,0,0,0,1,0,1,1,1,-1,-1,1,-1,-1,-1,0,1,-1,1,2,-1
0,e75e466218,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,3c95fefe21,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1,-1,0,1,-1,-1,-1,0,0,0,1,-2,-1
0,dd7b4b98e3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0
0,73be766541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,-1,-2
0,7c28ce2452,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,-1,-1,0,0,0,0,1,4,0
0,3271ac6cec,0,0,0,-1,1,1,1,1,1,-1,-1,-1,1,1,0,0,1,1,1,1,1,0,0,0,8,3
0,b569a726bd,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,6,3
0,57050bd18d,0,0,0,0,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,10,2
0,e54f37901c,0,0,0,0,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1
0,635a968316,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,1,-1
0,6030f18216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,97179c8261,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,1,2
0,d5414778fc,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,-1,1,-1,4,1
0,9edd764688,0,0,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,17,6
0,29d7c3ba63,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,-1,1,1,-1,-1,-1,2,-2
0,3b21af6481,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,6,3
0,1db0eed322,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,-1,1,-1,8,2
0,54a54eefc1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,15,2
0,09d9f3e0e1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,14,6
0,2e6443416f,0,0,0,0,0,1,-1,1,-1,-1,-1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,146dc43d6d,0,0,0,0,0,1,1,1,1,0,1,1,1,-1,-1,-1,0,1,1,1,1,-1,1,1,9,4
0,e79118ac18,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,6,3
0,04523ba98a,0,0,0,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1
0,4a28351e63,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
0,495ec7ffed,0,0,0,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,-1,11,4
0,4678ae78bd,0,0,0,0,1,1,-1,-1,-1,0,1,1,1,-1,-1,-1,1,1,0,0,0,0,1,1,3,2
0,149aa9b00c,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,-1,-1,-1,1,1,1,1,1,9,4
0,5260505912,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2
0,26f6dcd576,0,0,0,0,1,0,0,1,0,1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,0,0,-1
0,caf3df8a13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1
0,4d2d7c827f,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,-1,-1,-1,1,-1,2,-2
0,f0beb26ae5,0,0,0,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,-1,13,4
0,1e049e7033,0,0,0,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,0,1,1,-1,11,1
0,0694eeac36,0,0,0,0,0,0,1,0,0,1,1,1,1,-1,-1,-1,0,0,1,-1,-1,1,1,1,4,2
0,e6658d1509,0,0,0,0,0,0,1,0,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,7,4
0,385ad4a054,0,0,0,1,0,0,0,0,0,1,1,-1,-1,-1,0,1,-1,-1,-1,0,0,1,1,0,0,1
0,3689ca165b,0,0,0,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,16,5
0,183c9d7fc1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,5,2
0,02fb23d239,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,ea116f1c69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0,04df022867,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,1,2
0,acc21c80b5,0,0,0,-1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,11,4
0,203eaafede,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,-1,-2
0,e00a169a02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,0,0,0,0,0,0,-3,0
0,4a78aedef4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,12,6
0,73f306087d,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,2,-2
0,741e21f014,0,0,0,0,0,0,0,1,1,1,-1,-1,-1,0,0,0,0,0,0,1,1,1,0,0,3,3
0,277f468964,0,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,0,0,0,0,0,1,1,1,1,0,5,4
0,82c9815f2f,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,987fc27437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,-1,-2
0,4fcbbfd84d,0,0,0,0,0,1,1,-1,-1,-1,0,1,1,1,-1,-1,-1,1,1,-1,-1,-1,0,1,-1,-1
0,1a2bed1249,0,0,0,-1,1,1,1,1,-1,-1,-1,0,1,1,0,0,1,1,1,1,0,0,0,0,6,2
0,9947bb51a8,0,0,0,1,1,1,0,0,1,1,1,1,0,1,-1,1,1,1,-1,-1,1,1,1,1,12,2
0,1a52f2e3dd,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,18,4
0,d9e40a002a,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,19,6
0,c2363d7c51,0,0,0,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,15,4
0,76f79b55d9,0,0,0,0,0,1,1,1,-1,-1,1,1,-1,-1,-1,0,0,1,1,1,-1,-1,1,1,3,2
0,17bf26dfbd,0,0,0,0,0,1,1,0,1,-1,1,1,-1,-1,0,0,0,1,1,-1,1,-1,1,1,5,2
0,ef0b3af0fb,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,17,4
0,ce0564add6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,-1,0,0,0,0,1,1,2,2
0,86e4dc6524,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,8,4
0,f9ac13181b,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-2
0,cc61e4e798,0,0,0,1,1,0,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,16,6
0,e3210ec1ce,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,18,6
0,16a13098ae,0,0,0,-1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,15,6
0,e3d97ab0dc,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,-1,1,1,5,2
0,71fe7efce5,0,0,0,1,1,1,1,-1,-1,-1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,1
0,2a645eee1d,0,0,0,1,1,-1,-1,-1,0,0,1,1,1,-1,-1,1,1,0,0,0,0,0,1,1,4,2
0,a0cfb81b21,0,0,0,1,1,1,1,1,0,0,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,13,2
0,9fff690afc,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2
0,090819f8b4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,1,-2
0,f7a5a5c0ce,0,0,0,0,0,1,1,1,1,1,-1,1,-1,-1,-1,0,0,1,1,1,1,1,0,1,8,5
0,d4f36793b5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,-1,-2
0,dd6324fce6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,0,0,0,0,-1,-2
0,c8b03c4062,0,0,0,0,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,12,4
0,8e98fa9a4c,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,2,0
0,890e940630,0,0,0,0,1,0,0,0,0,0,1,-1,-1,-1,0,0,1,-1,-1,-1,0,0,1,0,-2,-1
0,f726b090ec,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,1,-3
0,3fa6f91386,0,0,0,0,0,0,1,1,-1,-1,1,1,-1,-1,-1,0,0,0,1,1,0,0,1,1,3,4
0,47d85af7d9,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,-1,1,-1,-1,1,-1,1,1,9,0
0,6179da9842,0,0,0,0,0,0,0,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,0,1,0,0,0,1,-1,2
0,1ea49ae238,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,8,4
0,e094c12ea4,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,6
0,a7ed7ada1e,0,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,17,4
0,11a9efa930,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,19,6
0,3d86db3aa9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,1,-1
0,ec0442a2e8,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,1
0,8db2f3b8fa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,-1
0,34d528386f,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,0,0,0,0,-1,-2
0,bc67820073,0,0,0,0,1,1,1,1,-1,1,-1,1,0,1,-1,-1,1,1,1,1,-1,1,-1,1,7,2
0,8061c7cd37,0,0,0,0,1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,10,4
0,f04b9caeb2,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,-1,1,1,1,-1,-1,-1,0,6,-1
0,c3c25e4e34,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,6,3
0,0adefa3961,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,10,5
0,8a3b937ddf,0,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,1,-1,-1,-1,0,1,-1,-1,-1,-3
0,ebffbf8721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,-1,-1
