id,count-2033-1,count-2033-2,count-2033-3,count-2033-4,count-2033-5,count-2033-6,count-2033-7,count-2033-8,count-2033-9,count-2033-10,count-2033-11,count-2033-12,count-2034-1,count-2034-2,count-2034-3,count-2034-4,count-2034-5,count-2034-6,count-2034-7,count-2034-8,count-2034-9,count-2034-10,count-2034-11,count-2034-12,volume-2033-1,volume-2033-2,volume-2033-3,volume-2033-4,volume-2033-5,volume-2033-6,volume-2033-7,volume-2033-8,volume-2033-9,volume-2033-10,volume-2033-11,volume-2033-12,volume-2034-1,volume-2034-2,volume-2034-3,volume-2034-4,volume-2034-5,volume-2034-6,volume-2034-7,volume-2034-8,volume-2034-9,volume-2034-10,volume-2034-11,volume-2034-12
ae7243e5f4,1,3,18,1,2,4,5,9,4,2,21,67,9,3,3,1,1,1,5,2,1,4,2,74,1423,59847,264436,22007,32105,74484,41273,244440,77684,20549,111545,389924,45567,6860,6884,8694,3288,8559,33150,19532,4084,30056,18218,483095
c535a3cf4e,1,3,18,1,2,4,5,9,4,2,11,9,4,5,9,6,9,6,15,5,6,5,10,17,1423,59847,264436,22007,32105,74484,41273,244440,77684,15677,541754,58824,23329,32729,747321,70645,121391,58502,591779,69202,78060,53409,342969,276743
e939361508,1,3,18,1,2,4,5,9,4,2,11,9,4,9,13,6,9,6,15,5,6,5,10,17,1423,59847,264436,22007,32105,74484,41273,244440,77684,15677,541754,58824,23329,67066,98858,70645,121391,58502,591779,69202,78060,53409,342969,276743
814cdc2834,1,3,18,1,2,4,5,9,4,1,11,2,4,1,13,6,5,6,2,1,3,5,10,17,1423,59847,264436,22007,32105,74484,41273,244440,77684,12331,541754,25003,23329,15323,98858,70645,99772,94465,19801,13977,65386,53409,342969,276743
0e0a099082,1,3,18,1,2,4,5,9,6,4,3,3,2,3,3,5,3,3,3,3,5,5,3,8,1423,59847,264436,22007,32105,74484,41273,244440,102723,84559,72898,19741,15784,37129,75353,97868,27417,19725,30218,29589,44268,43404,21532,286581
350c682f9a,1,3,18,1,2,4,1,9,6,4,3,3,2,3,3,5,3,3,3,3,13,20,5,8,1423,59847,264436,22007,32105,74484,3015,244440,102723,84559,72898,19741,15784,37129,75353,97868,27417,19725,30218,29589,80103,186989,21446,286581
ea8c9756ec,1,3,18,1,2,4,1,9,6,1,1,1,3,4,1,2,4,3,5,6,9,7,6,12,1423,59847,264436,22007,32105,74484,3015,244440,102723,15320,10797,10224,25700,31905,2751,9535,25438,10029,29522,32447,58919,44059,70148,98190
4debd5eb71,1,3,18,1,2,4,1,9,6,1,1,1,3,4,1,2,4,3,5,6,9,7,6,12,1423,59847,264436,22007,32105,74484,984340,244440,102723,15320,10797,10224,25700,31905,2751,9535,25438,10029,29522,32447,58919,44059,70148,98190
b2f9d8a85c,1,3,18,1,2,4,1,9,6,1,1,1,3,4,1,3,2,3,5,3,3,4,6,4,1423,59847,264436,22007,32105,74484,984340,244440,102723,15320,10797,10224,25700,31905,2751,410847,300179,386252,520956,186626,381421,445991,70148,478653
1943245ad9,1,3,18,1,2,4,1,9,6,1,1,15,1,4,1,3,2,3,5,3,3,4,6,4,1423,59847,264436,22007,32105,74484,984340,244440,102723,15320,10797,163579,21069,31905,2751,410847,300179,386252,520956,186626,381421,445991,70148,478653
b83e6bc3d4,1,3,18,1,2,4,1,9,6,1,1,2,1,4,1,3,2,3,1,2,5,2,3,2,1423,59847,264436,22007,32105,74484,984340,244440,102723,15320,10797,42999,6445,31905,2751,410847,48067,386252,23706,35531,128903,46520,217914,42463
d977d04867,1,3,18,1,2,4,1,9,6,1,1,2,1,4,1,1,5,1,1,2,2,2,3,2,1423,59847,264436,22007,32105,74484,984340,244440,102723,15320,10797,42999,6445,31905,2751,4922,65878,10918,1566,21938,9607,46520,217914,42463
a11b903129,1,3,18,1,2,4,1,9,6,1,1,2,1,1,2,1,5,1,1,2,3,2,3,2,1423,59847,264436,22007,32105,74484,984340,244440,102723,15320,10797,42999,6445,18089,74038,4922,65878,10918,5146,48801,100570,46520,217914,42463
20f0fd2ce2,1,3,18,1,2,4,1,9,6,1,1,2,1,1,2,1,5,1,1,2,3,39,3,2,1423,59847,264436,22007,32105,74484,984340,244440,102723,15320,10797,42999,6445,18089,74038,4922,65878,10918,5146,48801,100570,219553,217914,42463
d593a424d4,1,3,18,1,2,4,1,9,6,1,1,2,1,1,2,1,5,1,1,35,5,39,3,1,1423,59847,264436,22007,32105,74484,984340,244440,102723,15320,10797,42999,6445,18089,74038,4922,65878,10918,5146,597624,43265,219553,217914,4048
08cfeff7c8,1,3,18,1,2,4,1,9,6,1,1,2,1,1,2,1,5,1,1,35,1,39,4,6,1423,59847,264436,22007,32105,74484,984340,244440,102723,15320,10797,42999,6445,14903,74038,14508,65878,10918,5146,597624,6931,219553,74707,74947
9a571cb0cd,1,3,18,1,2,4,1,9,6,1,1,2,1,1,1,1,5,1,3,5,5,3,5,11,1423,59847,264436,22007,32105,74484,984340,244440,102723,15320,10797,42999,6445,14903,12979,7313,65878,10918,30370,31115,28419,17530,29820,68211
b910e479e9,1,3,18,1,2,4,1,1,1,1,1,2,1,1,1,1,5,1,3,3,1,1,3,1,1423,59847,264436,22007,32105,74484,333,1768,4648,15320,3144,9800,6445,14903,12979,7313,65878,4283,30370,25161,1961,745,59121,35661
e77c74387e,1,3,18,1,2,4,1,1,1,1,1,2,1,1,1,6,5,1,3,3,1,1,3,1,1423,59847,264436,22007,32105,74484,333,1768,4648,15320,3144,9800,6445,14903,12979,48195,65878,4283,30370,25161,1961,745,59121,35661
85e25e9e2f,1,3,18,1,14,18,1,1,1,1,1,2,1,1,1,6,5,1,3,3,1,1,3,1,1423,59847,264436,22007,215052,136722,333,1768,4648,15320,3144,9800,6445,14903,12979,48195,65878,4283,30370,25161,1961,745,59121,35661
447187aaae,1,3,18,1,14,18,1,1,1,1,1,2,1,1,1,6,2,4,2,1,1,2,4,1,1423,59847,264436,22007,215052,136722,333,1768,4648,15320,3144,9800,6445,14903,12979,48195,118411,376006,164212,89687,97012,180941,107930,35661
fc3e017407,1,3,18,1,14,18,1,1,1,1,1,2,1,1,1,6,2,4,2,1,1,27,4,1,1423,59847,264436,22007,215052,136722,333,1768,4648,15320,3144,9800,6445,14903,12979,48195,118411,376006,164212,89687,97012,421989,107930,35661
01c6a64495,1,3,18,1,14,18,1,1,1,1,1,2,1,1,1,6,2,4,2,1,1,1,16,12,1423,59847,264436,22007,215052,136722,333,1768,4648,15320,3144,9800,6445,14903,12979,48195,118411,376006,164212,89687,97012,3712,87028,95331
7e71a4cac9,1,3,18,1,14,18,1,1,1,1,1,2,1,1,1,6,2,1,2,16,1,1,16,12,1423,59847,264436,22007,215052,136722,333,1768,4648,15320,3144,9800,6445,14903,12979,48195,118411,7078,164212,116590,97012,3712,87028,95331
00057d4302,1,3,18,1,17,18,1,11,1,1,1,2,1,1,1,6,2,1,2,16,1,1,16,12,1423,59847,264436,22007,20386,136722,333,9135,4648,15320,3144,9800,6445,14903,12979,48195,118411,7078,164212,116590,97012,3712,87028,95331
3614583787,1,3,18,1,17,18,1,11,1,1,1,2,1,1,1,6,2,1,2,1,1,1,47,15,1423,59847,264436,22007,20386,136722,333,9135,4648,15320,3144,9800,6445,14903,12979,48195,118411,7078,164212,3843,97012,3712,1516765,433356
31cab9a84b,1,3,18,1,17,1,3,1,3,4,2,8,1,1,6,10,8,1,2,11,3,8,16,8,1423,59847,264436,22007,20386,6170,18604,3710,15017,18737,8584,38877,6445,4504,33828,65270,40891,6721,14827,71798,16009,43283,92744,37036
2914bdd955,1,3,18,1,17,1,3,1,3,4,2,8,1,1,6,66,2,1,2,11,3,8,16,8,1423,59847,264436,22007,20386,6170,18604,3710,15017,18737,8584,38877,6445,4504,33828,368052,10576,6721,14827,71798,16009,43283,92744,37036
a402794341,4,1,18,1,17,1,3,1,3,4,2,8,1,1,6,66,2,1,2,11,3,8,3,34,71450,2503,264436,22007,20386,6170,18604,3710,15017,18737,8584,38877,6445,4504,33828,368052,10576,6721,14827,71798,16009,43283,26568,245119
af9f7923d2,4,7,1,2,7,9,2,2,2,3,4,2,3,6,6,2,2,1,2,11,3,8,3,34,71450,81583,19692,21875,103549,96677,20443,23409,21015,26940,56036,18764,37155,53002,74667,36531,15663,13904,14827,71798,16009,43283,26568,245119
0df98632de,4,7,1,2,7,9,2,2,2,3,4,2,3,6,1,2,1,1,1,2,3,8,1,34,71450,81583,19692,21875,103549,96677,20443,23409,21015,26940,56036,18764,37155,53002,18309,36531,249578,177099,404337,671251,16009,43283,83247,245119
e372e71d68,4,7,1,2,7,9,2,2,2,1,4,2,3,6,1,2,1,1,1,1,1,8,1,34,71450,81583,19692,21875,103549,96677,20443,23409,21015,207002,56036,18764,37155,53002,18309,36531,249578,11957,404337,52456,31833,43283,83247,245119
22619b1439,4,7,1,2,7,9,2,2,2,1,4,2,3,6,1,2,1,1,2,5,6,7,5,6,71450,81583,19692,21875,103549,96677,20443,23409,21015,207002,56036,18764,37155,53002,18309,10942,1197,11957,21654,35393,22308,56624,39260,36160
c7943f38ff,4,7,1,1,7,9,2,2,2,1,4,2,3,6,1,2,1,1,2,5,6,7,5,6,71450,81583,398058,639985,103549,96677,20443,23409,21015,207002,56036,18764,37155,53002,18309,10942,1197,11957,21654,35393,22308,56624,39260,36160
ee4c115384,4,6,8,1,7,9,2,2,2,1,4,2,3,6,1,2,1,1,2,5,6,7,5,6,71450,101184,105444,639985,103549,96677,20443,23409,21015,207002,56036,18764,37155,53002,18309,10942,1197,11957,21654,35393,22308,56624,39260,36160
65f1f12c4d,4,6,8,1,7,9,2,2,2,1,1,7,1,6,1,2,1,1,2,5,1,2,1,3,71450,101184,105444,639985,103549,96677,20443,23409,21015,207002,3065,111152,587977,53002,18309,10942,1197,11957,21654,35393,9340,13806,13077,158336
5ecc1f6411,4,6,8,1,7,9,2,2,2,1,1,7,1,6,1,2,1,1,2,5,1,2,1,4,71450,101184,105444,639985,103549,96677,20443,23409,21015,207002,3065,111152,587977,53002,18309,10942,1197,11957,21654,35393,9340,13806,13077,67670
19e93ea38c,4,6,8,1,7,9,2,2,1,1,1,7,1,6,1,2,1,1,1,5,1,2,1,4,71450,101184,105444,639985,103549,96677,146175,116312,132923,207002,339343,111152,587977,53002,18309,10942,1197,11957,57891,35393,9340,13806,13077,67670
9d151f08d8,4,6,8,1,7,9,2,2,1,5,11,7,1,6,1,2,1,1,1,5,1,2,1,4,71450,101184,105444,639985,103549,96677,146175,116312,132923,50015,52518,111152,587977,53002,18309,10942,1197,11957,57891,35393,9340,13806,13077,67670
83c331080d,4,6,8,1,7,9,2,2,1,5,11,7,1,6,1,2,5,34,1,2,22,3,1,1,71450,101184,105444,639985,103549,96677,146175,116312,132923,50015,52518,111152,587977,53002,18309,10942,28798,155605,57891,8413,112738,20449,8982,9216
dd86734b20,4,6,8,1,7,9,2,2,1,5,11,7,1,6,1,2,5,34,1,2,22,3,9,7,71450,101184,105444,639985,103549,96677,146175,116312,132923,50015,52518,111152,587977,53002,18309,10942,28798,155605,57891,8413,112738,20449,84616,67744
e53a4fc13d,4,6,8,1,7,9,2,2,1,5,11,7,1,6,1,2,5,34,1,2,1,3,9,7,71450,101184,105444,639985,103549,96677,146175,116312,132923,50015,52518,111152,587977,53002,18309,10942,28798,155605,57891,8413,624013,20449,84616,67744
d89e199581,22,8,15,19,11,9,2,2,1,5,11,7,1,6,1,2,5,34,1,2,1,3,9,7,172389,97905,105897,128823,48459,96677,146175,116312,132923,50015,52518,111152,587977,53002,18309,10942,28798,155605,57891,8413,624013,20449,84616,67744
94dd0c2c0a,22,8,15,19,11,9,2,2,2,1,11,3,1,6,1,2,1,34,1,2,1,3,9,1,172389,97905,105897,128823,48459,96677,146175,30722,29128,15361,52518,47618,14564,53002,18309,10942,15802,155605,57891,8413,624013,20449,84616,10220
a98ddbbbcf,22,8,15,19,11,9,2,2,2,1,11,3,1,2,1,2,1,34,1,2,1,3,1,1,172389,97905,105897,128823,48459,96677,146175,30722,29128,15361,52518,47618,14564,12651,13456,10942,1437,155605,57891,8413,624013,20449,4771,10220
826dfde5f1,22,8,15,19,11,9,2,2,2,1,11,3,1,2,1,2,1,34,1,2,1,3,2,1,172389,97905,105897,128823,48459,96677,146175,30722,29128,15361,52518,47618,14564,12651,13456,10942,1437,155605,149443,8413,624013,20449,172241,136145
5ca6fe5f9e,22,8,15,19,3,1,2,4,2,1,5,3,1,2,1,7,1,34,1,2,1,3,2,1,172389,97905,105897,128823,17892,18077,146175,31635,29128,15361,22694,47618,14564,12651,13456,82240,1437,155605,149443,8413,624013,20449,172241,136145
9de96897f8,22,8,15,19,3,1,2,4,2,1,5,3,1,2,1,7,1,34,1,2,2,8,13,10,172389,97905,105897,128823,17892,18077,146175,31635,29128,15361,22694,47618,14564,12651,13456,82240,1437,155605,149443,8413,525666,331237,2444288,1084863
197f6c5552,22,4,15,19,3,1,2,4,2,1,5,3,1,2,1,7,1,34,1,2,2,8,13,10,172389,23166,105897,128823,17892,18077,146175,31635,29128,15361,22694,47618,14564,12651,13456,82240,1437,155605,149443,8413,525666,331237,2444288,1084863
8885123dd2,22,4,6,19,3,1,2,4,2,1,5,3,1,2,1,7,1,34,1,2,2,8,13,10,172389,23166,28404,128823,17892,18077,146175,31635,29128,15361,22694,47618,14564,12651,13456,82240,1437,155605,149443,8413,525666,331237,2444288,1084863
1bdf65f068,22,4,6,19,3,1,2,4,2,1,5,3,1,2,1,7,1,34,2,2,2,8,13,10,172389,23166,28404,128823,17892,18077,146175,31635,29128,15361,22694,47618,14564,12651,13456,82240,1437,155605,46090,8413,525666,331237,2444288,1084863
981637c013,22,4,6,19,3,1,2,4,2,1,5,3,13,17,1,7,1,34,2,2,2,8,13,10,172389,23166,28404,128823,17892,18077,146175,31635,29128,15361,22694,47618,61475,66376,13456,82240,1437,155605,46090,8413,525666,331237,2444288,1084863
30a2be5ff3,22,4,6,19,3,1,2,4,2,1,5,3,13,1,1,7,1,1,2,2,2,8,1,12,172389,23166,28404,128823,17892,18077,146175,31635,29128,15361,22694,47618,61475,14599,13456,82240,1437,45288,46090,8413,525666,331237,81900,692613
0510fa4210,22,4,6,19,3,1,2,4,2,1,5,3,13,1,1,7,1,1,2,2,1,1,1,12,172389,23166,28404,128823,17892,18077,146175,31635,29128,72072,22694,47618,61475,108048,13456,82240,48782,45288,46090,8413,96916,18034,81900,692613
3ecf472391,22,4,6,19,3,1,2,4,2,1,5,3,13,1,1,7,1,1,2,2,1,1,1,12,172389,23166,28404,128823,17892,18077,146175,31635,29128,72072,22694,47618,61475,108048,13456,82240,48782,6879,46090,8413,96916,18034,81900,692613
6289a1f4ea,22,4,6,19,3,1,2,4,2,1,5,3,13,2,1,1,1,1,2,1,1,1,1,12,172389,23166,28404,128823,17892,18077,146175,31635,29128,72072,22694,47618,61475,135848,29962,15966,18134,6879,174110,82719,33073,18034,81900,692613
3dfa04b0eb,22,4,6,19,3,1,2,4,2,1,5,3,13,2,1,1,1,1,2,1,1,2,4,12,172389,23166,28404,128823,17892,18077,146175,31635,29128,72072,22694,47618,61475,135848,29962,15966,18134,6879,174110,82719,33073,4632,37935,692613
72f5445d67,22,4,6,19,3,1,2,4,2,1,5,3,9,4,4,6,2,5,3,4,7,8,4,3,172389,23166,28404,128823,17892,18077,146175,31635,29128,72072,22694,47618,289510,95513,85784,183478,54283,159905,74997,67859,157407,157249,88032,92749
28fe981fd4,22,4,6,19,3,1,2,4,2,1,5,3,5,5,4,6,6,4,3,4,3,7,5,4,172389,23166,28404,128823,17892,18077,146175,31635,29128,72072,22694,47618,40740,58070,85784,92159,44858,20724,12389,29239,25446,120492,100450,87203
8f7ff12526,22,4,6,19,3,1,2,4,2,1,5,3,5,5,4,6,6,1,3,4,3,7,5,1,172389,23166,28404,128823,17892,18077,146175,31635,29128,72072,22694,47618,40740,58070,85784,92159,44858,37508,12389,29239,25446,120492,100450,49613
fdca0e2697,22,4,6,19,3,1,2,4,2,1,5,3,5,5,4,6,6,1,11,11,10,16,6,12,172389,23166,28404,128823,17892,18077,146175,31635,29128,72072,22694,47618,40740,58070,85784,92159,44858,37508,24105,33894,32183,48613,19400,47398
6c3be97a1c,22,4,6,19,3,1,2,4,2,1,3,3,5,5,4,6,6,1,11,11,10,16,6,12,172389,23166,28404,128823,17892,18077,146175,31635,29128,72072,20463,47618,40740,58070,85784,92159,44858,37508,24105,33894,32183,48613,19400,47398
a820fed020,22,4,6,19,3,1,2,4,2,1,3,3,5,4,3,1,1,1,11,11,2,7,6,12,172389,23166,28404,128823,17892,18077,146175,31635,29128,72072,20463,47618,40740,152301,284951,82447,218833,37508,24105,33894,3805,68357,134940,47398
c1c44d3f0b,22,4,6,19,3,1,2,4,2,1,1,3,1,4,3,1,1,1,11,11,2,7,1,1,172389,23166,28404,128823,17892,18077,146175,31635,29128,72072,29131,47618,69359,152301,284951,97087,218833,96166,24105,33894,3805,68357,97087,101556
980b9f71af,22,4,6,19,3,1,2,4,2,1,1,3,1,4,2,3,3,3,3,11,2,2,1,1,172389,23166,28404,128823,17892,18077,146175,31635,29128,72072,29131,47618,69359,152301,10014,49394,77042,33390,33067,33894,17113,69903,4351,6485
6a897d5b42,22,4,6,19,3,1,2,4,2,1,1,3,1,1,1,1,3,3,3,1,2,2,1,1,172389,23166,28404,128823,17892,18077,146175,31635,29128,72072,29131,47618,69359,546116,546116,546116,77042,33390,33067,546116,17113,69903,4351,599280
8bf34b5c86,22,4,6,19,3,1,2,1,4,1,1,3,2,1,1,1,3,3,3,1,2,3,1,1,172389,23166,28404,128823,17892,18077,146175,1384,28936,72072,29131,47618,89002,546116,546116,546116,77042,33390,33067,546116,17113,22090,4351,599280
effa210dfa,22,3,6,3,1,1,1,1,4,1,1,3,2,1,1,1,3,3,3,1,2,3,1,1,172389,8029,28404,511239,7978,7280,6934,1384,28936,72072,29131,47618,89002,546116,546116,546116,77042,33390,33067,546116,17113,22090,4351,599280
d2b1c29324,22,3,6,3,1,1,1,1,4,1,1,3,2,1,1,1,3,3,12,1,2,1,1,1,172389,8029,28404,511239,7978,7280,6934,1384,28936,72072,29131,47618,89002,546116,546116,546116,77042,33390,600920,22935,14429,4773,4351,599280
e444945b63,22,3,6,3,1,1,1,1,4,1,1,3,2,1,1,1,3,3,12,1,3,3,1,1,172389,8029,28404,511239,7978,7280,6934,1384,28936,72072,29131,47618,89002,546116,546116,546116,77042,33390,600920,22935,23079,36230,18168,1331
4002735b28,22,3,6,1,22,1,1,1,4,1,1,3,2,1,1,1,3,3,12,1,3,3,1,1,172389,8029,28404,4245,70664,7280,6934,1384,28936,72072,29131,47618,89002,546116,546116,546116,77042,33390,600920,22935,23079,36230,18168,1331
3e0f8129eb,22,3,6,1,22,1,1,1,1,2,1,2,2,1,1,1,3,3,12,1,3,3,1,1,172389,8029,28404,4245,70664,7280,6934,246244,2870,172477,29131,39201,89002,546116,546116,546116,77042,33390,600920,22935,23079,36230,18168,1331
c6a0adcee1,22,3,6,1,22,1,1,1,1,2,1,2,2,1,1,1,1,3,5,3,3,1,2,3,172389,8029,28404,4245,70664,7280,6934,246244,2870,172477,29131,39201,89002,546116,546116,432746,407548,525570,938439,911567,23079,407548,42371,509667
4b65db6ca3,22,3,6,1,7,18,12,13,20,18,15,6,3,2,2,1,1,3,5,3,5,5,7,6,172389,8029,28404,4245,104922,195544,169820,154720,255921,201878,219709,91491,68605,61736,26552,18137,17196,525570,938439,911567,49701,97608,85956,105451
ef4db72e49,22,3,6,1,7,18,1,5,20,2,1,3,2,2,2,1,3,1,2,3,5,2,7,6,172389,8029,28404,4245,104922,195544,39889,604530,255921,1378280,38969,166775,150399,61736,26552,18137,745509,31155,88683,911567,49701,103269,85956,105451
b05c7593eb,22,3,6,1,7,18,1,5,20,2,1,3,2,2,2,1,3,1,2,1,5,1,7,1,172389,8029,28404,4245,104922,195544,39889,604530,255921,1378280,38969,166775,150399,61736,26552,18137,745509,31155,88683,2231,49701,1557,85956,1567
a57af02f82,22,3,6,1,7,18,1,5,20,4,2,3,3,1,1,2,2,2,2,1,1,4,2,2,172389,8029,28404,4245,104922,195544,39889,604530,255921,83833,12100,53664,46715,23476,13129,30038,28297,22127,88683,2549,11512,64737,19058,15575
fef4512d81,22,3,6,1,7,18,1,5,20,4,2,3,3,1,1,2,2,2,6,5,1,13,9,1,172389,8029,28404,4245,104922,195544,39889,604530,255921,83833,12100,53664,46715,23476,13129,30038,28297,22127,103195,132702,47900,95437,86866,28621
5c1007f770,22,3,6,1,7,18,1,5,20,4,2,3,3,1,1,2,2,2,6,5,2,10,18,14,172389,8029,28404,4245,104922,195544,39889,604530,255921,83833,12100,53664,46715,23476,13129,30038,28297,22127,103195,132702,70591,254265,471443,387241
1d4a86f434,22,3,6,1,7,18,1,1,2,4,2,3,2,1,1,3,3,2,4,2,2,1,18,14,172389,8029,28404,4245,104922,195544,27723,62342,117708,83833,12100,53664,249966,97951,156829,131523,294209,22127,437892,133334,130021,21684,471443,387241
f6dd609f2a,22,3,6,1,7,18,1,1,2,4,2,3,2,10,16,6,4,2,2,3,2,1,18,1,172389,8029,28404,4245,104922,195544,27723,62342,117708,83833,12100,53664,249966,49680,58809,22466,12861,7268,7843,9741,4458,2335,471443,3320
05f9dc70d1,22,3,6,1,7,18,1,1,2,4,2,3,2,10,16,6,2,2,14,16,11,1,18,1,172389,8029,28404,4245,104922,195544,27723,62342,117708,83833,12100,53664,249966,49680,58809,22466,10861,7323,99789,174190,60540,2095,471443,3320
4cbdd3c62b,22,3,6,1,7,18,1,71,7,3,5,1,2,10,16,6,2,2,14,16,11,1,18,1,172389,8029,28404,4245,104922,195544,27723,370171,31729,21963,24025,2993,249966,49680,58809,22466,10861,7323,99789,174190,60540,2095,471443,3320
2fc5b02b01,22,3,6,1,7,18,1,71,7,3,5,1,2,10,16,1,2,2,14,16,6,3,37,66,172389,8029,28404,4245,104922,195544,27723,370171,31729,21963,24025,2993,249966,49680,58809,61558,10861,7323,99789,174190,92744,45497,1731546,1392581
7e1416e880,22,3,6,1,7,18,1,71,7,3,5,3,2,2,2,1,2,2,1,2,6,3,37,66,172389,8029,28404,4245,104922,195544,27723,370171,31729,21963,24025,90281,12081,20313,19733,22004,10861,73456,26389,7016,92744,45497,1731546,1392581
3a87105285,22,3,6,1,7,18,1,71,7,3,5,3,2,2,2,1,2,2,1,2,6,2,2,66,172389,8029,28404,4245,104922,195544,27723,370171,31729,21963,24025,90281,12081,20313,19733,22004,10861,73456,26389,7016,92744,6117,15970,1392581
452b1de867,22,3,6,1,7,18,1,71,7,3,5,3,2,2,2,1,2,2,2,5,4,4,5,3,172389,8029,28404,4245,104922,195544,27723,370171,31729,21963,24025,90281,12081,20313,19733,22004,10861,73456,238579,531592,434012,446302,486946,294284
6d2654e304,22,3,6,1,7,1,1,5,4,3,5,1,2,2,1,1,2,2,3,5,4,1,5,1,172389,8029,28404,4245,104922,4017,27723,12567,15861,5372,28748,4400,12081,20313,3995,1427,10861,73456,12868,531592,434012,3325,486946,2058
a257fc1975,22,3,6,1,7,1,1,1,2,4,3,3,2,3,3,2,3,1,3,3,1,2,2,1,172389,8029,28404,4245,104922,4017,27723,521,1277,2042,2600,2666,12081,6152,4609,15317,6124,1973,6061,4994,1924,2487,2588,572
a9b2e1f31b,22,3,6,1,7,1,1,1,2,4,3,3,2,3,3,2,3,1,3,3,1,2,47,1,172389,8029,28404,4245,104922,4017,27723,521,1277,2042,2600,2666,12081,6152,4609,15317,6124,1973,6061,4994,1924,2487,315954,572
1c7b4b16b8,22,3,6,1,7,1,1,1,2,4,3,3,2,3,3,2,2,1,4,3,6,3,5,6,172389,8029,28404,4245,104922,4017,27723,521,1277,2042,2600,2666,12081,6152,22203,7150,27173,7207,22865,4994,38256,30102,74175,36926
3efb6c4fcb,22,3,6,1,7,1,1,1,2,4,3,3,2,3,3,2,4,1,1,3,2,2,4,2,172389,8029,28404,4245,104922,4017,27723,521,1277,2042,2600,2666,12081,6152,22203,7150,30834,6361,14913,55326,32671,74720,103415,49703
c5441f9ad8,22,3,6,1,7,1,1,1,2,4,3,2,2,1,3,2,4,1,1,5,1,1,4,3,172389,8029,28404,4245,104922,4017,27723,521,1277,2042,2600,9891,12081,7688,22203,7150,30834,6361,4396,25513,4374,7726,103415,14860
0d910b4d1b,22,3,6,1,7,1,1,1,12,2,3,2,4,2,3,2,1,1,1,2,1,1,4,3,172389,8029,28404,4245,104922,4017,27723,521,77527,11293,2600,12009,18192,10362,10727,7150,5266,5000,4396,13573,4374,7726,103415,14860
3f363e6cf0,22,3,6,1,7,1,1,1,12,2,3,2,4,2,3,2,3,1,1,2,1,1,4,2,172389,8029,28404,4245,104922,4017,27723,521,77527,11293,2600,12009,18192,10362,10727,7150,14189,5000,4945,13573,4374,7726,103415,5489
624bca636b,22,3,6,1,7,1,1,1,12,2,3,2,4,1,1,2,1,1,1,1,1,1,2,1,172389,8029,28404,4245,104922,4017,27723,521,77527,11293,2600,12009,33926,5095,11571,7150,8034,5000,4945,6468,14615,5977,13225,4517
3fadcee265,22,3,6,1,7,1,1,1,12,2,3,2,4,1,2,2,1,1,2,1,1,1,2,1,172389,8029,28404,4245,104922,4017,27723,521,77527,11293,2600,12009,33926,5095,1077,24673,15112,7450,10307,6468,14615,5977,13225,4517
aa67da1ab1,22,3,6,1,7,1,1,1,12,2,3,2,4,1,2,3,1,2,3,2,1,2,1,1,172389,8029,28404,4245,104922,4017,27723,521,77527,11293,2600,12009,33926,402443,1077,952883,266992,683822,922273,631756,402443,683822,240171,4517
af257d9d38,22,3,6,1,7,1,1,1,12,2,3,2,4,1,2,3,1,2,3,2,1,2,7,1,172389,8029,28404,4245,104922,4017,27723,521,77527,11293,2600,12009,33926,402443,1077,952883,266992,683822,922273,631756,402443,683822,55100,3761
715f83ef83,22,3,6,1,1,1,1,1,12,2,3,2,3,3,1,2,2,1,2,3,1,1,1,1,172389,8029,28404,4245,5179,22539,27723,521,77527,11293,2600,12009,23854,283698,13458,721311,19334,108089,230513,545617,115345,671180,743234,717261
de0faf1203,22,3,6,1,1,1,1,1,12,2,3,2,3,3,1,2,2,1,2,5,1,1,1,1,172389,8029,28404,4245,5179,22539,27723,521,77527,11293,2600,12009,23854,283698,13458,721311,19334,108089,230513,49410,115345,671180,743234,717261
777242a1a7,22,3,6,1,1,1,1,3,2,2,2,2,3,2,3,3,3,1,3,5,2,2,1,2,172389,8029,28404,4245,5179,22539,18132,236708,237965,94450,177668,105341,361767,199958,222129,353122,391294,40732,332677,49410,119763,59202,51264,156473
03f7a6bdc7,22,1,3,3,4,6,4,3,3,6,3,1,4,2,3,3,2,3,2,4,2,2,4,3,172389,10958,33138,43337,43114,110093,109481,60518,79776,113890,56467,8139,68961,199958,222129,353122,28362,36247,41906,83452,22810,34892,39710,25009
623b8b4bdc,22,1,3,3,4,6,4,3,3,6,8,1,2,2,12,3,3,3,2,10,2,2,4,3,172389,10958,33138,43337,43114,110093,109481,60518,79776,113890,79855,9013,20018,199958,126007,106690,28501,36247,19049,100498,22810,19888,39710,25009
0a6c732002,22,1,3,3,4,6,4,3,3,6,8,1,2,2,12,2,5,10,12,7,11,9,12,5,172389,10958,33138,43337,43114,110093,109481,60518,79776,113890,79855,9013,20018,199958,126007,8526,73075,123520,188846,127275,83781,88055,165148,28651
972567d90f,22,1,3,3,4,6,4,3,3,6,8,1,2,2,12,2,5,1,3,4,3,2,3,4,172389,10958,33138,43337,43114,110093,109481,60518,79776,113890,79855,9013,20018,199958,126007,8526,73075,4102,51754,68719,83830,45601,83138,115370
